pathway	enzyme	ko_id	anygene_name
2184	Fatty acid elongation [PATH:ko00062]	elongation of very long chain fatty acids protein 3 [EC:2.3.1.199]	K10248	ELOVL3
2185	Fatty acid elongation [PATH:ko00062]	elongation of very long chain fatty acids protein 4 [EC:2.3.1.199]	K10249	ELOVL4
2186	Fatty acid elongation [PATH:ko00062]	elongation of very long chain fatty acids protein 5 [EC:2.3.1.199]	K10244	ELOVL5
2187	Fatty acid elongation [PATH:ko00062]	elongation of very long chain fatty acids protein 6 [EC:2.3.1.199]	K10203	ELOVL6
2188	Fatty acid elongation [PATH:ko00062]	elongation of very long chain fatty acids protein 7 [EC:2.3.1.199]	K10250	ELOVL7
2189	Fatty acid elongation [PATH:ko00062]	3-ketoacyl-CoA synthase [EC:2.3.1.199]	K15397	KCS
2190	Fatty acid elongation [PATH:ko00062]	fatty acid elongase 2 [EC:2.3.1.199]	K10245	ELO2
2191	Fatty acid elongation [PATH:ko00062]	fatty acid elongase 3 [EC:2.3.1.199]	K10246	ELO3
2192	Fatty acid elongation [PATH:ko00062]	17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase [EC:1.1.1.62 1.1.1.330]	K10251	HSD17B12
2193	Fatty acid elongation [PATH:ko00062]	very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [EC:4.2.1.134]	K10703	HACD
2194	Fatty acid elongation [PATH:ko00062]	very-long-chain enoyl-CoA reductase [EC:1.3.1.93]	K10258	TER
2195	Fatty acid elongation [PATH:ko00062]	acyl-coenzyme A thioesterase 1/2/4 [EC:3.1.2.2]	K01068	ACOT1_2_4
2196	Fatty acid elongation [PATH:ko00062]	acyl-coenzyme A thioesterase 7 [EC:3.1.2.2]	K17360	ACOT7
2197	Fatty acid elongation [PATH:ko00062]	acyl-coenzyme A thioesterase THEM4 [EC:3.1.2.2]	K16339	THEM4
2198	Fatty acid elongation [PATH:ko00062]	acyl-coenzyme A thioesterase THEM5 [EC:3.1.2.2]	K22554	THEM5
2199	Fatty acid degradation [PATH:ko00071]	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	K00626	E2.3.1.9
2200	Fatty acid degradation [PATH:ko00071]	acetyl-CoA acyltransferase [EC:2.3.1.16]	K00632	fadA
2201	Fatty acid degradation [PATH:ko00071]	acetyl-CoA acyltransferase 1 [EC:2.3.1.16]	K07513	ACAA1
2202	Fatty acid degradation [PATH:ko00071]	acetyl-CoA acyltransferase 2 [EC:2.3.1.16]	K07508	ACAA2
2203	Fatty acid degradation [PATH:ko00071]	acetyl-CoA acyltransferase [EC:2.3.1.16]	K07509	HADHB
2204	Fatty acid degradation [PATH:ko00071]	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]	K01825	fadB
2205	Fatty acid degradation [PATH:ko00071]	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]	K01782	fadJ
2206	Fatty acid degradation [PATH:ko00071]	3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]	K00022	HADH
2207	Fatty acid degradation [PATH:ko00071]	enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211]	K07515	HADHA
2208	Fatty acid degradation [PATH:ko00071]	enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35 1.1.1.211]	K10527	MFP2
2209	Fatty acid degradation [PATH:ko00071]	enoyl-CoA hydratase [EC:4.2.1.17]	K01692	paaF
2210	Fatty acid degradation [PATH:ko00071]	enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase [EC:4.2.1.17 1.1.1.35 5.3.3.8]	K07514	EHHADH
2211	Fatty acid degradation [PATH:ko00071]	enoyl-CoA hydratase [EC:4.2.1.17]	K07511	ECHS1
2212	Fatty acid degradation [PATH:ko00071]	3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]	K07516	fadN
2213	Fatty acid degradation [PATH:ko00071]	enoyl-CoA hydratase [EC:4.2.1.17]	K13767	fadB
2214	Fatty acid degradation [PATH:ko00071]	acyl-CoA oxidase [EC:1.3.3.6]	K00232	E1.3.3.6
2215	Fatty acid degradation [PATH:ko00071]	butyryl-CoA dehydrogenase [EC:1.3.8.1]	K00248	ACADS
2216	Fatty acid degradation [PATH:ko00071]	acyl-CoA dehydrogenase [EC:1.3.8.7]	K00249	ACADM
2217	Fatty acid degradation [PATH:ko00071]	long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8]	K00255	ACADL
2218	Fatty acid degradation [PATH:ko00071]	acyl-CoA dehydrogenase [EC:1.3.99.-]	K06445	fadE
2219	Fatty acid degradation [PATH:ko00071]	short/branched chain acyl-CoA dehydrogenase [EC:1.3.99.12]	K09478	ACADSB
2220	Fatty acid degradation [PATH:ko00071]	very long chain acyl-CoA dehydrogenase [EC:1.3.8.9]	K09479	ACADVL
2221	Fatty acid degradation [PATH:ko00071]	glutaryl-CoA dehydrogenase [EC:1.3.8.6]	K00252	GCDH
2222	Fatty acid degradation [PATH:ko00071]	long-chain acyl-CoA synthetase [EC:6.2.1.3]	K01897	ACSL
2223	Fatty acid degradation [PATH:ko00071]	long-chain-fatty-acid--CoA ligase ACSBG [EC:6.2.1.3]	K15013	ACSBG
2224	Fatty acid degradation [PATH:ko00071]	carnitine O-palmitoyltransferase 1, liver isoform [EC:2.3.1.21]	K08765	CPT1A
2225	Fatty acid degradation [PATH:ko00071]	carnitine O-palmitoyltransferase 1, muscle isoform [EC:2.3.1.21]	K19523	CPT1B
2226	Fatty acid degradation [PATH:ko00071]	carnitine O-palmitoyltransferase 1, brain isoform [EC:2.3.1.21]	K19524	CPT1C
2227	Fatty acid degradation [PATH:ko00071]	carnitine O-palmitoyltransferase 2 [EC:2.3.1.21]	K08766	CPT2
2228	Fatty acid degradation [PATH:ko00071]	long-chain-fatty-acid--[acyl-carrier-protein] ligase [EC:6.2.1.20]	K01909	mbtM
2229	Fatty acid degradation [PATH:ko00071]	acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase / long-chain-fatty-acid--[acyl-carrier-protein] ligase [EC:2.3.1.40 6.2.1.20]	K05939	aas
2230	Fatty acid degradation [PATH:ko00071]	Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8]	K13238	ECI1
2231	Fatty acid degradation [PATH:ko00071]	Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8]	K13239	ECI2
2232	Fatty acid degradation [PATH:ko00071]	Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8]	K07517	ECI1_2
2233	Fatty acid degradation [PATH:ko00071]	Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8]	K18880	ECI3
2234	Fatty acid degradation [PATH:ko00071]	alkane 1-monooxygenase [EC:1.14.15.3]	K00496	alkB1_2
2235	Fatty acid degradation [PATH:ko00071]	long-chain fatty acid omega-monooxygenase [EC:1.14.14.80]	K07425	CYP4A
2236	Fatty acid degradation [PATH:ko00071]	long-chain fatty acid omega-monooxygenase [EC:1.14.14.80]	K15401	CYP86A1
2237	Fatty acid degradation [PATH:ko00071]	long-chain fatty acid omega-monooxygenase [EC:1.14.14.80]	K20495	CYP704B1
2238	Fatty acid degradation [PATH:ko00071]	long-chain fatty acid omega-monooxygenase [EC:1.14.14.80]	K22887	CYP52M1
2239	Fatty acid degradation [PATH:ko00071]	3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3]	K00529	hcaD
2240	Fatty acid degradation [PATH:ko00071]	rubredoxin---NAD+ reductase [EC:1.18.1.1]	K05297	rubB
2241	Fatty acid degradation [PATH:ko00071]	rubredoxin---NAD+ reductase [EC:1.18.1.1]	K21738	alkT
2242	Fatty acid degradation [PATH:ko00071]	rubredoxin---NAD+ reductase [EC:1.18.1.1]	K22567	nroR
2243	Fatty acid degradation [PATH:ko00071]	alcohol dehydrogenase 1/7 [EC:1.1.1.1]	K13951	ADH1_7
2244	Fatty acid degradation [PATH:ko00071]	alcohol dehydrogenase 4 [EC:1.1.1.1]	K13980	ADH4
2245	Fatty acid degradation [PATH:ko00071]	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	K00121	frmA
2246	Fatty acid degradation [PATH:ko00071]	alcohol dehydrogenase 6 [EC:1.1.1.1]	K13952	ADH6
2247	Fatty acid degradation [PATH:ko00071]	acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	K04072	adhE
2248	Fatty acid degradation [PATH:ko00071]	alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]	K13953	adhP
2249	Fatty acid degradation [PATH:ko00071]	alcohol dehydrogenase [EC:1.1.1.1]	K13954	yiaY
2250	Fatty acid degradation [PATH:ko00071]	alcohol dehydrogenase class-P [EC:1.1.1.1]	K18857	ADH1
2251	Fatty acid degradation [PATH:ko00071]	alcohol dehydrogenase [EC:1.1.1.1]	K00001	E1.1.1.1
2252	Fatty acid degradation [PATH:ko00071]	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	K00128	ALDH
2253	Fatty acid degradation [PATH:ko00071]	aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]	K14085	ALDH7A1
2254	Fatty acid degradation [PATH:ko00071]	aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.47 1.2.1.3]	K00149	ALDH9A1
2255	Fatty acid degradation [PATH:ko00071]	unspecific monooxygenase [EC:1.14.14.1]	K00493	E1.14.14.1
2256	Fatty acid degradation [PATH:ko00071]	cytochrome P450 / NADPH-cytochrome P450 reductase [EC:1.14.14.1 1.6.2.4]	K14338	cypD_E
2257	Synthesis and degradation of ketone bodies [PATH:ko00072]	hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]	K01641	E2.3.3.10
2258	Synthesis and degradation of ketone bodies [PATH:ko00072]	hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]	K01640	E4.1.3.4
2259	Synthesis and degradation of ketone bodies [PATH:ko00072]	3-oxoacid CoA-transferase [EC:2.8.3.5]	K01027	OXCT
2260	Synthesis and degradation of ketone bodies [PATH:ko00072]	3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]	K01028	E2.8.3.5A
2261	Synthesis and degradation of ketone bodies [PATH:ko00072]	3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]	K01029	E2.8.3.5B
2262	Synthesis and degradation of ketone bodies [PATH:ko00072]	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	K00626	E2.3.1.9
2263	Synthesis and degradation of ketone bodies [PATH:ko00072]	3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]	K00019	E1.1.1.30
2264	Synthesis and degradation of ketone bodies [PATH:ko00072]	acetoacetate decarboxylase [EC:4.1.1.4]	K01574	adc
2265	Cutin, suberine and wax biosynthesis [PATH:ko00073]	fatty acid omega-hydroxylase [EC:1.14.-.-]	K15398	CYP86A4S
2266	Cutin, suberine and wax biosynthesis [PATH:ko00073]	long-chain fatty acid omega-monooxygenase [EC:1.14.14.80]	K20495	CYP704B1
2267	Cutin, suberine and wax biosynthesis [PATH:ko00073]	cytochrome P450 family 77 subfamily A polypeptide 6 [EC:1.14.-.-]	K15399	CYP77A6
2268	Cutin, suberine and wax biosynthesis [PATH:ko00073]	omega-hydroxypalmitate O-feruloyl transferase [EC:2.3.1.188]	K15400	HHT1
2269	Cutin, suberine and wax biosynthesis [PATH:ko00073]	long-chain fatty acid omega-monooxygenase [EC:1.14.14.80]	K15401	CYP86A1
2270	Cutin, suberine and wax biosynthesis [PATH:ko00073]	peroxygenase [EC:1.11.2.3]	K17991	PXG
2271	Cutin, suberine and wax biosynthesis [PATH:ko00073]	fatty acid omega-hydroxylase [EC:1.14.-.-]	K13407	CYP94A1
2272	Cutin, suberine and wax biosynthesis [PATH:ko00073]	fatty acid omega-hydroxylase [EC:1.14.-.-]	K20769	CYP94A5
2273	Cutin, suberine and wax biosynthesis [PATH:ko00073]	fatty acid omega-hydroxylase [EC:1.14.-.-]	K15402	CYP86B1
2274	Cutin, suberine and wax biosynthesis [PATH:ko00073]	fatty acid omega-hydroxy dehydrogenase [EC:1.1.-.-]	K15403	ACE
2275	Cutin, suberine and wax biosynthesis [PATH:ko00073]	aldehyde decarbonylase [EC:4.1.99.5]	K15404	K15404
2276	Cutin, suberine and wax biosynthesis [PATH:ko00073]	midchain alkane hydroxylase	K15405	MAH1
2277	Cutin, suberine and wax biosynthesis [PATH:ko00073]	alcohol-forming fatty acyl-CoA reductase [EC:1.2.1.84]	K13356	FAR
2278	Cutin, suberine and wax biosynthesis [PATH:ko00073]	wax-ester synthase / diacylglycerol O-acyltransferase [EC:2.3.1.75 2.3.1.20]	K15406	WSD1
2279	Steroid biosynthesis [PATH:ko00100]	farnesyl-diphosphate farnesyltransferase [EC:2.5.1.21]	K00801	FDFT1
2280	Steroid biosynthesis [PATH:ko00100]	squalene monooxygenase [EC:1.14.14.17]	K00511	SQLE
2281	Steroid biosynthesis [PATH:ko00100]	lanosterol synthase [EC:5.4.99.7]	K01852	LSS
2282	Steroid biosynthesis [PATH:ko00100]	sterol 14alpha-demethylase [EC:1.14.14.154]	K05917	CYP51
2283	Steroid biosynthesis [PATH:ko00100]	Delta14-sterol reductase [EC:1.3.1.70]	K00222	TM7SF2
2284	Steroid biosynthesis [PATH:ko00100]	methylsterol monooxygenase [EC:1.14.18.9]	K07750	MESO1
2285	Steroid biosynthesis [PATH:ko00100]	sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating) [EC:1.1.1.170]	K07748	E1.1.1.170
2286	Steroid biosynthesis [PATH:ko00100]	3-keto steroid reductase [EC:1.1.1.270]	K09827	ERG27
2287	Steroid biosynthesis [PATH:ko00100]	17beta-estradiol 17-dehydrogenase / 3beta-hydroxysteroid 3-dehydrogenase [EC:1.1.1.62 1.1.1.270]	K13373	HSD17B7
2288	Steroid biosynthesis [PATH:ko00100]	cholestenol Delta-isomerase [EC:5.3.3.5]	K01824	EBP
2289	Steroid biosynthesis [PATH:ko00100]	Delta24-sterol reductase [EC:1.3.1.72 1.3.1.-]	K09828	DHCR24
2290	Steroid biosynthesis [PATH:ko00100]	Delta7-sterol 5-desaturase [EC:1.14.19.20]	K00227	SC5DL
2291	Steroid biosynthesis [PATH:ko00100]	7-dehydrocholesterol reductase [EC:1.3.1.21]	K00213	DHCR7
2292	Steroid biosynthesis [PATH:ko00100]	lysosomal acid lipase/cholesteryl ester hydrolase [EC:3.1.1.13]	K01052	LIPA
2293	Steroid biosynthesis [PATH:ko00100]	bile salt-stimulated lipase [EC:3.1.1.3 3.1.1.13]	K12298	CEL
2294	Steroid biosynthesis [PATH:ko00100]	TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]	K14674	TGL4
2295	Steroid biosynthesis [PATH:ko00100]	sterol O-acyltransferase [EC:2.3.1.26]	K00637	SOAT
2296	Steroid biosynthesis [PATH:ko00100]	vitamin D 25-hydroxylase [EC:1.14.14.24]	K07419	CYP2R1
2297	Steroid biosynthesis [PATH:ko00100]	calcidiol 1-monooxygenase (25-hydroxyvitamin D3 1alpha-hydroxylase) [EC:1.14.15.18]	K07438	CYP27B1
2298	Steroid biosynthesis [PATH:ko00100]	vitamin D 1,25-hydroxylase [EC:1.14.15.22]	K21146	CYP105A1
2299	Steroid biosynthesis [PATH:ko00100]	vitamin D3 24-hydroxylase [EC:1.14.15.16]	K07436	CYP24A1
2300	Steroid biosynthesis [PATH:ko00100]	sterol 24-C-methyltransferase [EC:2.1.1.41]	K00559	E2.1.1.41
2301	Steroid biosynthesis [PATH:ko00100]	C-8 sterol isomerase [EC:5.-.-.-]	K09829	ERG2
2302	Steroid biosynthesis [PATH:ko00100]	sterol 22-desaturase [EC:1.14.19.41]	K09831	ERG5
2303	Steroid biosynthesis [PATH:ko00100]	Delta24(24(1))-sterol reductase [EC:1.3.1.71]	K00223	ERG4
2304	Steroid biosynthesis [PATH:ko00100]	cycloartenol synthase [EC:5.4.99.8]	K01853	CAS1
2305	Steroid biosynthesis [PATH:ko00100]	methylsterol monooxygenase 1	K14423	SMO1
2306	Steroid biosynthesis [PATH:ko00100]	cycloeucalenol cycloisomerase [EC:5.5.1.9]	K08246	CPI1
2307	Steroid biosynthesis [PATH:ko00100]	24-methylenesterol C-methyltransferase [EC:2.1.1.143]	K08242	E2.1.1.143
2308	Steroid biosynthesis [PATH:ko00100]	methylsterol monooxygenase 2	K14424	SMO2
2309	Steroid biosynthesis [PATH:ko00100]	sterol 22-desaturase [EC:1.14.19.41]	K09832	CYP710A
2310	Primary bile acid biosynthesis [PATH:ko00120]	cholesterol 24-hydroxylase [EC:1.14.14.25]	K07440	CYP46A1
2311	Primary bile acid biosynthesis [PATH:ko00120]	24-hydroxycholesterol 7alpha-hydroxylase [EC:1.14.14.26]	K07439	CYP39A1
2312	Primary bile acid biosynthesis [PATH:ko00120]	cholest-5-ene-3beta,7alpha-diol 3beta-dehydrogenase [EC:1.1.1.181]	K12408	HSD3B7
2313	Primary bile acid biosynthesis [PATH:ko00120]	cholesterol 25-hydroxylase [EC:1.14.99.38]	K10223	CH25H
2314	Primary bile acid biosynthesis [PATH:ko00120]	25/26-hydroxycholesterol 7alpha-hydroxylase [EC:1.14.14.29]	K07430	CYP7B
2315	Primary bile acid biosynthesis [PATH:ko00120]	cholesterol 7alpha-monooxygenase [EC:1.14.14.23]	K00489	CYP7A1
2316	Primary bile acid biosynthesis [PATH:ko00120]	cholestanetriol 26-monooxygenase [EC:1.14.15.15]	K00488	CYP27A1
2317	Primary bile acid biosynthesis [PATH:ko00120]	sterol 12-alpha-hydroxylase [EC:1.14.18.8 1.14.14.139]	K07431	CYP8B1
2318	Primary bile acid biosynthesis [PATH:ko00120]	3-oxo-5-beta-steroid 4-dehydrogenase [EC:1.3.1.3]	K00251	AKR1D1
2319	Primary bile acid biosynthesis [PATH:ko00120]	3alpha-hydroxysteroid 3-dehydrogenase / chlordecone reductase [EC:1.1.1.50 1.1.1.357 1.1.1.225]	K00037	AKR1C4
2320	Primary bile acid biosynthesis [PATH:ko00120]	solute carrier family 27 (fatty acid transporter), member 5 [EC:6.2.1.7]	K08748	SLC27A5
2321	Primary bile acid biosynthesis [PATH:ko00120]	alpha-methylacyl-CoA racemase [EC:5.1.99.4]	K01796	E5.1.99.4
2322	Primary bile acid biosynthesis [PATH:ko00120]	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA 24-hydroxylase [EC:1.17.99.3]	K10214	ACOX2
2323	Primary bile acid biosynthesis [PATH:ko00120]	(3R)-3-hydroxyacyl-CoA dehydrogenase / 3a,7a,12a-trihydroxy-5b-cholest-24-enoyl-CoA hydratase / enoyl-CoA hydratase 2 [EC:1.1.1.- 4.2.1.107 4.2.1.119]	K12405	HSD17B4
2324	Primary bile acid biosynthesis [PATH:ko00120]	sterol carrier protein 2 [EC:2.3.1.176]	K08764	SCP2
2325	Primary bile acid biosynthesis [PATH:ko00120]	acyl-CoA thioesterase 8 [EC:3.1.2.27]	K11992	ACOT8
2326	Primary bile acid biosynthesis [PATH:ko00120]	bile acid-CoA:amino acid N-acyltransferase [EC:2.3.1.65 3.1.2.2]	K00659	BAAT
2327	Primary bile acid biosynthesis [PATH:ko00120]	choloylglycine hydrolase [EC:3.5.1.24]	K01442	E3.5.1.24
2328	Secondary bile acid biosynthesis [PATH:ko00121]	choloylglycine hydrolase [EC:3.5.1.24]	K01442	E3.5.1.24
2329	Secondary bile acid biosynthesis [PATH:ko00121]	7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]	K00076	hdhA
2330	Secondary bile acid biosynthesis [PATH:ko00121]	3alpha-hydroxycholanate dehydrogenase (NAD+) [EC:1.1.1.52]	K22604	E1.1.1.52
2331	Secondary bile acid biosynthesis [PATH:ko00121]	3alpha-hydroxycholanate dehydrogenase (NADP+) [EC:1.1.1.392]	K22605	baiA
2332	Secondary bile acid biosynthesis [PATH:ko00121]	3beta-hydroxycholanate 3-dehydrogenase (NAD+) [EC:1.1.1.391]	K22606	E1.1.1.391
2333	Secondary bile acid biosynthesis [PATH:ko00121]	3beta-hydroxycholanate 3-dehydrogenase (NADP+) [EC:1.1.1.393]	K22607	E1.1.1.393
2334	Secondary bile acid biosynthesis [PATH:ko00121]	bile acid-coenzyme A ligase [EC:6.2.1.7]	K15868	baiB
2335	Secondary bile acid biosynthesis [PATH:ko00121]	bile acid CoA-transferase [EC:2.8.3.25]	K15871	baiF
2336	Secondary bile acid biosynthesis [PATH:ko00121]	3alpha-hydroxy bile acid-CoA-ester 3-dehydrogenase [EC:1.1.1.395]	K15869	baiA
2337	Secondary bile acid biosynthesis [PATH:ko00121]	3-oxocholoyl-CoA 4-desaturase [EC:1.3.1.115]	K15870	baiCD
2338	Secondary bile acid biosynthesis [PATH:ko00121]	bile-acid 7alpha-dehydratase [EC:4.2.1.106]	K15872	baiE
2339	Secondary bile acid biosynthesis [PATH:ko00121]	7beta-hydroxy-3-oxochol-24-oyl-CoA 4-desaturase [EC:1.3.1.116]	K15873	baiH
2340	Secondary bile acid biosynthesis [PATH:ko00121]	bile acid 7beta-dehydratase	K15874	baiI
2341	Secondary bile acid biosynthesis [PATH:ko00121]	3-dehydro-bile acid Delta4,6-reductase [EC:1.3.1.114]	K07007	baiN
2342	Steroid hormone biosynthesis [PATH:ko00140]	cholesterol monooxygenase (side-chain-cleaving) [EC:1.14.15.6]	K00498	CYP11A
2343	Steroid hormone biosynthesis [PATH:ko00140]	steroid 17alpha-monooxygenase / 17alpha-hydroxyprogesterone deacetylase [EC:1.14.14.19 1.14.14.32]	K00512	CYP17A
2344	Steroid hormone biosynthesis [PATH:ko00140]	steryl-sulfatase [EC:3.1.6.2]	K01131	STS
2345	Steroid hormone biosynthesis [PATH:ko00140]	alcohol sulfotransferase [EC:2.8.2.2]	K01015	SULT2B1
2346	Steroid hormone biosynthesis [PATH:ko00140]	steroid 21-monooxygenase [EC:1.14.14.16]	K00513	CYP21A
2347	Steroid hormone biosynthesis [PATH:ko00140]	3beta-hydroxy-Delta5-steroid dehydrogenase / steroid Delta-isomerase [EC:1.1.1.145 5.3.3.1]	K00070	HSD3B
2348	Steroid hormone biosynthesis [PATH:ko00140]	steroid Delta-isomerase [EC:5.3.3.1]	K01822	E5.3.3.1
2349	Steroid hormone biosynthesis [PATH:ko00140]	3-oxo-5-alpha-steroid 4-dehydrogenase 1 [EC:1.3.1.22]	K12343	SRD5A1
2350	Steroid hormone biosynthesis [PATH:ko00140]	3-oxo-5-alpha-steroid 4-dehydrogenase 2 [EC:1.3.1.22]	K12344	SRD5A2
2351	Steroid hormone biosynthesis [PATH:ko00140]	3-oxo-5-alpha-steroid 4-dehydrogenase 3 [EC:1.3.1.22 1.3.1.94]	K12345	SRD5A3
2352	Steroid hormone biosynthesis [PATH:ko00140]	3alpha-hydroxysteroid 3-dehydrogenase [EC:1.1.1.213 1.1.1.357]	K00089	AKR1C2
2353	Steroid hormone biosynthesis [PATH:ko00140]	aldo-keto reductase family 1 member C3 [EC:1.1.1.51 1.1.1.188 1.1.1.213 1.1.1.357]	K04119	AKR1C3
2354	Steroid hormone biosynthesis [PATH:ko00140]	steroid 11beta-monooxygenase [EC:1.14.15.4]	K00497	CYP11B1
2355	Steroid hormone biosynthesis [PATH:ko00140]	steroid 11beta-monooxygenase / corticosterone 18-monooxygenase [EC:1.14.15.4 1.14.15.5]	K07433	CYP11B2
2356	Steroid hormone biosynthesis [PATH:ko00140]	3-oxo-5-beta-steroid 4-dehydrogenase [EC:1.3.1.3]	K00251	AKR1D1
2357	Steroid hormone biosynthesis [PATH:ko00140]	3alpha-hydroxysteroid 3-dehydrogenase / chlordecone reductase [EC:1.1.1.50 1.1.1.357 1.1.1.225]	K00037	AKR1C4
2358	Steroid hormone biosynthesis [PATH:ko00140]	corticosteroid 11-beta-dehydrogenase isozyme 1 [EC:1.1.1.146]	K15680	HSD11B1
2359	Steroid hormone biosynthesis [PATH:ko00140]	corticosteroid 11-beta-dehydrogenase isozyme 2 [EC:1.1.1.-]	K00071	HSD11B2
2360	Steroid hormone biosynthesis [PATH:ko00140]	3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]	K00038	E1.1.1.53
2361	Steroid hormone biosynthesis [PATH:ko00140]	20alpha-hydroxysteroid dehydrogenase [EC:1.1.1.149]	K05295	E1.1.1.149
2362	Steroid hormone biosynthesis [PATH:ko00140]	20alpha/3alpha-hydroxysteroid dehydrogenase / dihydrodiol dehydrogenase [EC:1.1.1.149 1.1.1.357 1.3.1.20]	K00212	AKR1C1
2363	Steroid hormone biosynthesis [PATH:ko00140]	25/26-hydroxycholesterol 7alpha-hydroxylase [EC:1.14.14.29]	K07430	CYP7B
2364	Steroid hormone biosynthesis [PATH:ko00140]	estrone sulfotransferase [EC:2.8.2.4]	K01016	SULT1E1
2365	Steroid hormone biosynthesis [PATH:ko00140]	arylsulfatase [EC:3.1.6.1]	K01130	E3.1.6.1
2366	Steroid hormone biosynthesis [PATH:ko00140]	17beta-estradiol 17-dehydrogenase [EC:1.1.1.62]	K00044	HSD17B1
2367	Steroid hormone biosynthesis [PATH:ko00140]	17beta-estradiol 17-dehydrogenase / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) [EC:1.1.1.62 1.1.1.239]	K13368	HSD17B2
2368	Steroid hormone biosynthesis [PATH:ko00140]	17beta-estradiol 17-dehydrogenase / all-trans-retinol dehydrogenase (NAD+) / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) [EC:1.1.1.62 1.1.1.105 1.1.1.239]	K13369	HSD17B6
