func_id	pathway	enzyme
K03273	Lipopolysaccharide biosynthesis [PATH:ko00540]	"D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]"
K03274	Lipopolysaccharide biosynthesis [PATH:ko00540]	ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20]
K03275	Lipopolysaccharide biosynthesis [PATH:ko00540]	"UDP-glucose:(glucosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]"
K03276	Lipopolysaccharide biosynthesis [PATH:ko00540]	"UDP-glucose/galactose:(glucosyl)LPS alpha-1,2-glucosyl/galactosyltransferase [EC:2.4.1.-]"
K03277	Lipopolysaccharide biosynthesis [PATH:ko00540]	heptosyltransferase IV [EC:2.4.-.-]
K03278	Lipopolysaccharide biosynthesis [PATH:ko00540]	"UDP-D-galactose:(glucosyl)LPS alpha-1,3-D-galactosyltransferase [EC:2.4.1.44]"
K03279	Lipopolysaccharide biosynthesis [PATH:ko00540]	"UDP-glucose:(galactosyl)LPS alpha-1,2-glucosyltransferase [EC:2.4.1.58]"
K03280	Lipopolysaccharide biosynthesis [PATH:ko00540]	"UDP-N-acetylglucosamine:(glucosyl)LPS alpha-1,2-N-acetylglucosaminyltransferase [EC:2.4.1.56]"
K03281	Other	Other
K03282	Other	Other
K03284	Other	Other
K03285	Other	Other
K03286	Other	Other
K03287	Other	Other
K03288	Other	Other
K03289	Other	Other
K03290	Other	Other
K03291	Other	Other
K03292	Other	Other
K03293	Other	Other
K03294	Other	Other
K03296	Other	Other
K03297	Other	Other
K03298	Other	Other
K03299	Other	Other
K03300	Other	Other
K03301	Other	Other
K03303	Other	Other
K03304	Other	Other
K03305	Other	Other
K03306	Other	Other
K03307	Other	Other
K03308	Other	Other
K03309	Other	Other
K03310	Other	Other
K03311	Other	Other
K03312	Other	Other
K03313	Other	Other
K03314	Other	Other
K03315	Other	Other
K03316	Other	Other
K03317	Other	Other
K03318	Other	Other
K03319	Other	Other
K03320	Other	Other
K03321	Other	Other
K03322	Other	Other
K03323	Other	Other
K03324	Other	Other
K03325	Other	Other
K03326	Other	Other
K03327	Other	Other
K03328	Other	Other
K03330	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	glutamyl-tRNA(Gln) amidotransferase subunit E [EC:6.3.5.7]
K03331	Pentose and glucuronate interconversions [PATH:ko00040]	L-xylulose reductase [EC:1.1.1.10]
K03332	Fructose and mannose metabolism [PATH:ko00051]	fructan beta-fructosidase [EC:3.2.1.80]
K03333	Steroid degradation [PATH:ko00984]	cholesterol oxidase [EC:1.1.3.6]
K03334	Isoquinoline alkaloid biosynthesis [PATH:ko00950]	L-amino-acid oxidase [EC:1.4.3.2]
K03335	Inositol phosphate metabolism [PATH:ko00562]	inosose dehydratase [EC:4.2.1.44]
K03336	Inositol phosphate metabolism [PATH:ko00562]	"3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing) [EC:3.7.1.22]"
K03337	Inositol phosphate metabolism [PATH:ko00562]	5-deoxy-glucuronate isomerase [EC:5.3.1.30]
K03338	Inositol phosphate metabolism [PATH:ko00562]	5-dehydro-2-deoxygluconokinase [EC:2.7.1.92]
K03339	Inositol phosphate metabolism [PATH:ko00562]	6-phospho-5-dehydro-2-deoxy-D-gluconate aldolase [EC:4.1.2.29]
K03340	Lysine biosynthesis [PATH:ko00300]	diaminopimelate dehydrogenase [EC:1.4.1.16]
K03341	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	O-phospho-L-seryl-tRNASec:L-selenocysteinyl-tRNA synthase [EC:2.9.1.2]
K03342	Folate biosynthesis [PATH:ko00790]	para-aminobenzoate synthetase / 4-amino-4-deoxychorismate lyase [EC:2.6.1.85 4.1.3.38]
K03343	Arginine and proline metabolism [PATH:ko00330]	putrescine oxidase [EC:1.4.3.10]
K03345	Wnt signaling pathway [PATH:ko04310]	sentrin-specific protease 2 (axin associating molecule) [EC:3.4.22.68]
K03346	Other	Other
K03347	Oocyte meiosis [PATH:ko04114]	cullin 1
K03348	Oocyte meiosis [PATH:ko04114]	anaphase-promoting complex subunit 1
K03349	Oocyte meiosis [PATH:ko04114]	anaphase-promoting complex subunit 2
K03350	Oocyte meiosis [PATH:ko04114]	anaphase-promoting complex subunit 3
K03351	Oocyte meiosis [PATH:ko04114]	anaphase-promoting complex subunit 4
K03352	Oocyte meiosis [PATH:ko04114]	anaphase-promoting complex subunit 5
K03353	Oocyte meiosis [PATH:ko04114]	anaphase-promoting complex subunit 6
K03354	Oocyte meiosis [PATH:ko04114]	anaphase-promoting complex subunit 7
K03355	Oocyte meiosis [PATH:ko04114]	anaphase-promoting complex subunit 8
K03357	Oocyte meiosis [PATH:ko04114]	anaphase-promoting complex subunit 10
K03358	Oocyte meiosis [PATH:ko04114]	anaphase-promoting complex subunit 11
K03360	Cell cycle - yeast [PATH:ko04111]	F-box and leucine-rich repeat protein GRR1
K03361	Cell cycle - yeast [PATH:ko04111]	F-box and WD-40 domain protein CDC4
K03362	Cellular senescence [PATH:ko04218]	F-box and WD-40 domain protein 1/11
K03363	Oocyte meiosis [PATH:ko04114]	"cell division cycle 20, cofactor of APC complex"
K03364	Cell cycle - yeast [PATH:ko04111]	"cell division cycle 20-like protein 1, cofactor of APC complex"
K03365	Arginine and proline metabolism [PATH:ko00330]	cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21]
K03366	Butanoate metabolism [PATH:ko00650]	"meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]"
K03367	Two-component system [PATH:ko02020]	D-alanine--poly(phosphoribitol) ligase subunit 1 [EC:6.1.1.13]
K03372	Glycosphingolipid biosynthesis - ganglio series [PATH:ko00604]	"MFS transporter, PAT family, solute carrier family 33 (acetyl-CoA transportor), member 1 [EC:2.3.1.-]"
K03379	Caprolactam degradation [PATH:ko00930]	cyclohexanone monooxygenase [EC:1.14.13.22]
K03380	Toluene degradation [PATH:ko00623]	phenol 2-monooxygenase [EC:1.14.13.7]
K03381	Toluene degradation [PATH:ko00623]	"catechol 1,2-dioxygenase [EC:1.13.11.1]"
K03382	Atrazine degradation [PATH:ko00791]	hydroxydechloroatrazine ethylaminohydrolase [EC:3.5.4.43]
K03383	Atrazine degradation [PATH:ko00791]	cyanuric acid amidohydrolase [EC:3.5.2.15]
K03385	Nitrogen metabolism [PATH:ko00910]	nitrite reductase (cytochrome c-552) [EC:1.7.2.2]
K03386	Apoptosis - fly [PATH:ko04214]	peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]
K03387	Other	Other
K03388	Methane metabolism [PATH:ko00680]	heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]
K03389	Methane metabolism [PATH:ko00680]	heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]
K03390	Methane metabolism [PATH:ko00680]	heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]
K03391	Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361]	pentachlorophenol monooxygenase [EC:1.14.13.50]
K03392	Tryptophan metabolism [PATH:ko00380]	aminocarboxymuconate-semialdehyde decarboxylase [EC:4.1.1.45]
K03394	Porphyrin and chlorophyll metabolism [PATH:ko00860]	precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]
K03395	Other	Other
K03396	Methane metabolism [PATH:ko00680]	S-(hydroxymethyl)glutathione synthase [EC:4.4.1.22]
K03397	Other	Other
K03399	Porphyrin and chlorophyll metabolism [PATH:ko00860]	cobalt-precorrin-7 (C5)-methyltransferase [EC:2.1.1.289]
K03400	Quorum sensing [PATH:ko02024]	long-chain-fatty-acyl-CoA reductase [EC:1.2.1.50]
K03402	Other	Other
K03403	Porphyrin and chlorophyll metabolism [PATH:ko00860]	magnesium chelatase subunit H [EC:6.6.1.1]
K03404	Porphyrin and chlorophyll metabolism [PATH:ko00860]	magnesium chelatase subunit D [EC:6.6.1.1]
K03405	Porphyrin and chlorophyll metabolism [PATH:ko00860]	magnesium chelatase subunit I [EC:6.6.1.1]
K03406	Bacterial chemotaxis [PATH:ko02030]	methyl-accepting chemotaxis protein
K03407	Bacterial chemotaxis [PATH:ko02030]	"two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]"
K03408	Bacterial chemotaxis [PATH:ko02030]	purine-binding chemotaxis protein CheW
K03409	Bacterial chemotaxis [PATH:ko02030]	chemotaxis protein CheX
K03410	Bacterial chemotaxis [PATH:ko02030]	chemotaxis protein CheC
K03411	Bacterial chemotaxis [PATH:ko02030]	chemotaxis protein CheD [EC:3.5.1.44]
K03412	Bacterial chemotaxis [PATH:ko02030]	"two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]"
K03413	Bacterial chemotaxis [PATH:ko02030]	"two-component system, chemotaxis family, chemotaxis protein CheY"
K03414	Bacterial chemotaxis [PATH:ko02030]	chemotaxis protein CheZ
K03415	Bacterial chemotaxis [PATH:ko02030]	"two-component system, chemotaxis family, chemotaxis protein CheV"
K03416	Propanoate metabolism [PATH:ko00640]	methylmalonyl-CoA carboxyltransferase 5S subunit [EC:2.1.3.1]
K03417	Propanoate metabolism [PATH:ko00640]	methylisocitrate lyase [EC:4.1.3.30]
K03418	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	"N,N-dimethylformamidase [EC:3.5.1.56]"
K03419	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate [PATH:ko00532]	chondroitin polymerizing factor 2 [EC:2.4.1.226]
K03420	Proteasome [PATH:ko03050]	proteasome regulatory subunit
K03424	Other	Other
K03425	Bacterial secretion system [PATH:ko03070]	sec-independent protein translocase protein TatE
K03426	Peroxisome [PATH:ko04146]	NAD+ diphosphatase [EC:3.6.1.22]
K03427	Other	Other
K03428	Porphyrin and chlorophyll metabolism [PATH:ko00860]	magnesium-protoporphyrin O-methyltransferase [EC:2.1.1.11]
K03429	Glycerolipid metabolism [PATH:ko00561]	"processive 1,2-diacylglycerol beta-glucosyltransferase [EC:2.4.1.315]"
K03430	Phosphonate and phosphinate metabolism [PATH:ko00440]	2-aminoethylphosphonate-pyruvate transaminase [EC:2.6.1.37]
K03431	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	phosphoglucosamine mutase [EC:5.4.2.10]
K03432	Proteasome [PATH:ko03050]	proteasome alpha subunit [EC:3.4.25.1]
K03433	Proteasome [PATH:ko03050]	proteasome beta subunit [EC:3.4.25.1]
K03434	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ko00563]	N-acetylglucosaminylphosphatidylinositol deacetylase [EC:3.5.1.89]
K03435	Other	Other
K03436	Other	Other
K03437	Other	Other
K03438	Other	Other
K03439	Other	Other
K03440	Other	Other
K03441	Other	Other
K03442	Other	Other
K03444	Other	Other
K03445	Other	Other
K03446	Other	Other
K03447	Other	Other
K03448	Other	Other
K03449	Other	Other
K03450	Other	Other
K03451	Other	Other
K03452	Other	Other
K03453	Other	Other
K03454	Other	Other
K03455	Other	Other
K03456	Tight junction [PATH:ko04530]	serine/threonine-protein phosphatase 2A regulatory subunit A
K03457	Other	Other
K03458	Other	Other
K03462	Nicotinate and nicotinamide metabolism [PATH:ko00760]	nicotinamide phosphoribosyltransferase [EC:2.4.2.12]
K03464	Benzoate degradation [PATH:ko00362]	muconolactone D-isomerase [EC:5.3.3.4]
K03465	One carbon pool by folate [PATH:ko00670]	thymidylate synthase (FAD) [EC:2.1.1.148]
K03466	Other	Other
K03468	Other	Other
K03469	DNA replication [PATH:ko03030]	ribonuclease HI [EC:3.1.26.4]
K03470	DNA replication [PATH:ko03030]	ribonuclease HII [EC:3.1.26.4]
K03471	DNA replication [PATH:ko03030]	ribonuclease HIII [EC:3.1.26.4]
K03472	Vitamin B6 metabolism [PATH:ko00750]	D-erythrose 4-phosphate dehydrogenase [EC:1.2.1.72]
K03473	Vitamin B6 metabolism [PATH:ko00750]	erythronate-4-phosphate dehydrogenase [EC:1.1.1.290]
K03474	Vitamin B6 metabolism [PATH:ko00750]	pyridoxine 5-phosphate synthase [EC:2.6.99.2]
K03475	Phosphotransferase system (PTS) [PATH:ko02060]	"PTS system, ascorbate-specific IIC component"
K03476	Ascorbate and aldarate metabolism [PATH:ko00053]	L-ascorbate 6-phosphate lactonase [EC:3.1.1.-]
K03477	Other	Other
K03478	Other	Other
K03480	Other	Other
K03481	Other	Other
K03482	Other	Other
K03483	Other	Other
K03484	Other	Other
K03485	Other	Other
K03486	Other	Other
K03487	Other	Other
K03488	Other	Other
K03489	Other	Other
K03490	Other	Other
K03491	Other	Other
K03492	Other	Other
K03493	Other	Other
K03495	Other	Other
K03496	Other	Other
K03497	Other	Other
K03498	Other	Other
K03499	Other	Other
K03500	Other	Other
K03501	Other	Other
K03502	Other	Other
K03503	Other	Other
K03504	Homologous recombination [PATH:ko03440]	DNA polymerase delta subunit 3
K03505	Homologous recombination [PATH:ko03440]	DNA polymerase delta subunit 4
K03506	Nucleotide excision repair [PATH:ko03420]	DNA polymerase epsilon subunit 4 [EC:2.7.7.7]
K03507	Other	Other
K03509	Fanconi anemia pathway [PATH:ko03460]	DNA polymerase eta [EC:2.7.7.7]
K03510	Fanconi anemia pathway [PATH:ko03460]	DNA polymerase iota [EC:2.7.7.7]
K03511	Fanconi anemia pathway [PATH:ko03460]	DNA polymerase kappa [EC:2.7.7.7]
K03512	Non-homologous end-joining [PATH:ko03450]	DNA polymerase lambda [EC:2.7.7.7 4.2.99.-]
K03513	Non-homologous end-joining [PATH:ko03450]	DNA polymerase mu [EC:2.7.7.7]
K03514	RNA degradation [PATH:ko03018]	non-canonical poly(A) RNA polymerase PAPD5/7 [EC:2.7.7.19]
K03515	Fanconi anemia pathway [PATH:ko03460]	DNA repair protein REV1 [EC:2.7.7.-]
K03516	Other	Other
K03517	Nicotinate and nicotinamide metabolism [PATH:ko00760]	quinolinate synthase [EC:2.5.1.72]
K03518	Other	Other
K03519	Other	Other
K03520	Other	Other
K03521	Other	Other
K03522	Other	Other
K03523	ABC transporters [PATH:ko02010]	biotin transport system substrate-specific component
K03524	Biotin metabolism [PATH:ko00780]	"BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]"
K03525	Pantothenate and CoA biosynthesis [PATH:ko00770]	type III pantothenate kinase [EC:2.7.1.33]
K03526	Terpenoid backbone biosynthesis [PATH:ko00900]	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]
K03527	Terpenoid backbone biosynthesis [PATH:ko00900]	4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]
K03528	Other	Other
K03529	Other	Other
K03530	Other	Other
K03531	Cell cycle - Caulobacter [PATH:ko04112]	cell division protein FtsZ
K03532	Two-component system [PATH:ko02020]	"trimethylamine-N-oxide reductase (cytochrome c), cytochrome c-type subunit TorC"
K03534	Other	Other
K03535	Other	Other
K03536	Other	Other
K03537	Ribosome biogenesis in eukaryotes [PATH:ko03008]	ribonuclease P/MRP protein subunit POP5 [EC:3.1.26.5]
K03538	Ribosome biogenesis in eukaryotes [PATH:ko03008]	ribonuclease P protein subunit POP4 [EC:3.1.26.5]
K03539	Ribosome biogenesis in eukaryotes [PATH:ko03008]	ribonuclease P/MRP protein subunit RPP1 [EC:3.1.26.5]
K03540	RNA transport [PATH:ko03013]	ribonuclease P protein subunit RPR2 [EC:3.1.26.5]
K03541	Photosynthesis [PATH:ko00195]	photosystem II 10kDa protein
K03542	Photosynthesis [PATH:ko00195]	photosystem II 22kDa protein
K03543	Other	Other
K03544	Cell cycle - Caulobacter [PATH:ko04112]	ATP-dependent Clp protease ATP-binding subunit ClpX
K03545	Other	Other
K03546	Other	Other
K03547	Other	Other
K03548	Other	Other
K03549	Other	Other
K03550	Homologous recombination [PATH:ko03440]	holliday junction DNA helicase RuvA [EC:3.6.4.12]
K03551	Homologous recombination [PATH:ko03440]	holliday junction DNA helicase RuvB [EC:3.6.4.12]
K03552	Other	Other
K03553	Homologous recombination [PATH:ko03440]	recombination protein RecA
K03554	Other	Other
K03555	Mismatch repair [PATH:ko03430]	DNA mismatch repair protein MutS
K03556	Other	Other
K03557	Biofilm formation - Vibrio cholerae [PATH:ko05111]	"Fis family transcriptional regulator, factor for inversion stimulation protein"
K03558	Other	Other
K03559	Other	Other
K03560	Other	Other
K03561	Other	Other
K03562	Other	Other
K03563	Biofilm formation - Escherichia coli [PATH:ko02026]	carbon storage regulator
K03564	Other	Other
K03565	Other	Other
K03566	Biofilm formation - Escherichia coli [PATH:ko02026]	"LysR family transcriptional regulator, glycine cleavage system transcriptional activator"
K03567	Biofilm formation - Escherichia coli [PATH:ko02026]	glycine cleavage system transcriptional repressor
K03568	Other	Other
K03569	Other	Other
K03570	Other	Other
K03571	Other	Other
K03572	Mismatch repair [PATH:ko03430]	DNA mismatch repair protein MutL
K03573	Mismatch repair [PATH:ko03430]	DNA mismatch repair protein MutH
K03574	Other	Other
K03575	Base excision repair [PATH:ko03410]	A/G-specific adenine glycosylase [EC:3.2.2.31]
K03576	Other	Other
K03577	Other	Other
K03578	Other	Other
K03579	Other	Other
K03580	Other	Other
K03581	Homologous recombination [PATH:ko03440]	exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]
K03582	Homologous recombination [PATH:ko03440]	exodeoxyribonuclease V beta subunit [EC:3.1.11.5]
K03583	Homologous recombination [PATH:ko03440]	exodeoxyribonuclease V gamma subunit [EC:3.1.11.5]
K03584	Homologous recombination [PATH:ko03440]	DNA repair protein RecO (recombination protein O)
K03585	Other	Other
K03586	Other	Other
K03587	Peptidoglycan biosynthesis [PATH:ko00550]	cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]
K03588	Cell cycle - Caulobacter [PATH:ko04112]	cell division protein FtsW
K03589	Cell cycle - Caulobacter [PATH:ko04112]	cell division protein FtsQ
K03590	Cell cycle - Caulobacter [PATH:ko04112]	cell division protein FtsA
K03591	Other	Other
K03592	Other	Other
K03593	Other	Other
K03594	Porphyrin and chlorophyll metabolism [PATH:ko00860]	bacterioferritin [EC:1.16.3.1]
K03595	Other	Other
K03596	Other	Other
K03597	Other	Other
K03598	Other	Other
K03599	Other	Other
K03600	Other	Other
K03601	Mismatch repair [PATH:ko03430]	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]
